Micro Award in Basic principles of Cloud Architecture,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),MQA/FA5716,Universiti Nilai
Micro Award in Cloud Architecture Structure,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),MQA/FA5716,Universiti Nilai
Micro Award in Designing a Simple Cloud Architecture,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),MQA/FA5716,Universiti Nilai
Micro Award in Develop a Python Program,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Basic C Programming,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Requirement Specification,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Logical Data Modeling,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award Assembly Language,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Multimedia Components and Web Development,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
"Micro Award in Computing professions, the Skills Required and Intellectual Properties",Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
"Micro Award in Computing Ethical Practice, Issues and the Code of Conducts",Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
"Micro Award in Memory, File, I/O and Networking Management",Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in  Linux Operating Systems,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Photoshops and Audacity,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Develop a Simple Web Page,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Computing and its Related Field and Career,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Introduction to Operating Systems and Process Management,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Basic Python Programming,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Algorithm Design for Solving Python Problems,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Basic Java Programming,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in  Object and Classes,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Develop a Java Program,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award Security Risk Management,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award Secure Coding Practices,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award Security Requirements,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Structured Query Language (SQL),Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Data Analytics,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award Data Representation,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award Structure of Computer Systems,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Information Systems Management,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Information Systems Development,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Strategy and Information Systems,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Algorithm Design for solving C Problems,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Develop a C Program,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Facts Gathering Techniques,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Analysis Techniques,Bachelor in Software Engineering (Honours),MQA/FA5717,Universiti Nilai
Micro Award in Supply Chain and Logistics Function,MBA(SUPPLY CHAIN AND LOGISTICS),MQA/FA2669,Universiti Pertahanan Nasional Malaysia
Micro-credential in Supply Chain and Logistics Function,MBA(SUPPLY CHAIN AND LOGISTICS),MQA/FA2669,Universiti Pertahanan Nasional Malaysia
Micro-Certification in Supply Chain and Logistics Function,MBA(SUPPLY CHAIN AND LOGISTICS),MQA/FA2669,Universiti Pertahanan Nasional Malaysia
Micro Award in Inventory and warehouse Management,MBA(SUPPLY CHAIN AND LOGISTICS),MQA/FA2669,Universiti Pertahanan Nasional Malaysia
Micro-credential in Inventory and warehouse Management,MBA(SUPPLY CHAIN AND LOGISTICS),MQA/FA2669,Universiti Pertahanan Nasional Malaysia
Micro-Certification in Inventory and warehouse Management,MBA(SUPPLY CHAIN AND LOGISTICS),MQA/FA2669,Universiti Pertahanan Nasional Malaysia
Micro Award in Supply Chain Strategy,MBA(SUPPLY CHAIN AND LOGISTICS),MQA/FA2669,Universiti Pertahanan Nasional Malaysia
Micro-credential in Supply Chain Strategy,MBA(SUPPLY CHAIN AND LOGISTICS),MQA/FA2669,Universiti Pertahanan Nasional Malaysia
Micro-Certification in Supply Chain Strategy,MBA(SUPPLY CHAIN AND LOGISTICS),MQA/FA2669,Universiti Pertahanan Nasional Malaysia
Micro Award in Freight Transportation,MBA(SUPPLY CHAIN AND LOGISTICS),MQA/FA2669,Universiti Pertahanan Nasional Malaysia
Micro-credential in Freight Transportation,MBA(SUPPLY CHAIN AND LOGISTICS),MQA/FA2669,Universiti Pertahanan Nasional Malaysia
Micro-Certification in Freight Transportation,MBA(SUPPLY CHAIN AND LOGISTICS),MQA/FA2669,Universiti Pertahanan Nasional Malaysia
Micro Award in Procurement,MBA(SUPPLY CHAIN AND LOGISTICS),MQA/FA2669,Universiti Pertahanan Nasional Malaysia
Micro-credential in Procurement,MBA(SUPPLY CHAIN AND LOGISTICS),MQA/FA2669,Universiti Pertahanan Nasional Malaysia
Micro-Certification in Procurement,MBA(SUPPLY CHAIN AND LOGISTICS),MQA/FA2669,Universiti Pertahanan Nasional Malaysia
MICRO-CREDENTIAL IN CORPORATE SOCIAL POLICY,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN PRINCIPLES OF MANAGEMENT,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN PRINCIPLES OF FINANCE,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN PRINCIPLES OF MARKETING,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN ENTREPRENEURSHIP AND INNOVATION,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN PRINCIPLES OF MICROECONOMICS,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MACRO-CREDENTIAL IN PRINCIPLES OF MACROECONOMICS,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN ORGANISATIONAL BEHAVIOUR,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN PRINCIPLES OF ACCOUNTING,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN MANAGEMENT INFORMATION SYSTEMS,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN FINANCIAL MANAGEMENT,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN BUSINESS MATHEMATICS,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN BUSINESS LAW,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN STRATEGIC MANAGEMENT,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN BUSINESS STATISTICS,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN PUBLIC SECTOR ACCOUNTING,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN FORENSIC ACCOUNTING & FRAUD EXAMINATION,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN ETHICS AND GOVERNANCE,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN FINANCIAL REPORTING,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN STRATEGIC MANAGEMENT ACCOUNTING,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN GLOBAL STRATEGY AND LEADERSHIP,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN ACCOUNTING THEORY AND PRACTICE,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN COMPANY LAW,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN MANAGEMENT ACCOUNTING 1,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN MANAGEMENT ACCOUNTING 2,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN AUDIT 1,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN AUDIT 2,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN TAXATION 1,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN TAXATION 2,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN SALES TAX AND SERVICES TAX,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN FINANCIAL ACCOUNTING  AND REPORTING 1,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN FINANCIAL ACCOUNTING  AND REPORTING 2,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN FINANCIAL ACCOUNTING  AND REPORTING 3,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN FINANCIAL ACCOUNTING  AND REPORTING 4,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN MALAYSIAN TAXATION,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTERNAL AUDITING,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN ADVANCED AUDIT AND ASSURANCE,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN FINANCIAL RISK MANAGEMENT,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN CONTEMPORARY BUSINESS ISSUES,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN ADVANCED TAXATION,Bachelor of Accounting (Honours),A10186,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO MANAGEMENT,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO MARKETING,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO FINANCE,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO BUSINESS MATHEMATICS,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO BUSINESS STATISTICS,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO ORGANIZATIONAL BEHAVIOUR,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO BUSINESS LAW,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN BASIC COMPUTER SKILLS,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN MICROECONOMICS,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN MACROECONOMICS,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN FUNDAMENTALS OF INFORMATION TECHNOLOGY,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO E-COMMERCE,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO ENTREPRENEURSHIP,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN PRINCIPLES OF TAXATION,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN TAXATION,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN COST ACCOUNTING,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN COMPUTERIZED ACCOUNTING SYSTEM,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN MANAGEMENT ACCOUNTING,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN FINANCIAL ACCOUNTING I,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL INFINANCIAL ACCOUNTING II,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN FINANCIAL ACCOUNTING III,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN FINANCIAL ACCOUNTING IV,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN FINANCIAL ACCOUNTING V,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO COMPANY LAW,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN AUDITING,Diploma in Accounting,A10432,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO MANAGEMENT,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO MARKETING,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO FINANCE,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO BUSINESS MATHEMATICS,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO BUSINESS STATISTICS,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO ORGANIZATIONAL BEHAVIOUR,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO BUSINESS LAW,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN BASIC COMPUTER SKILLS,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN MICROECONOMICS,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN MACROECONOMICS,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN FUNDAMENTALS OF INFORMATION TECHNOLOGY,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO E-COMMERCE,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO ENTREPRENEURSHIP,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN FINANCIAL ACCOUNTING I,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN ECONOMICS & SOCIETY,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO HUMAN RESOURCE MANAGEMENT,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN COST AND MANAGEMENT ACCOUNTING,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO PUBLIC AND PRIVATE ORGANIZATIONS,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN WORKPLACE ISSUES,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTERPERSONAL AND COMMUNICATION SKILLS,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN SUPERVISION,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN OFFICE ADMINISTRATION,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO BUSINESS INFORMATION SYSTEMS,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO CROSS CULTURAL MANAGEMENT,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO BUSINESS ETHICS AND VALUES,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO WEALTH MANAGEMENT,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
MICRO-CREDENTIAL IN INTRODUCTION TO ISLAMIC BANKING AND FINANCE,Diploma in Management,A10617,Universiti Tun Abdul Razak (UNIRAZAK)
Family and Community Involvement in Early Childhood Education Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
"Teaching Values, Manners and Good Practices in Early Childhood Micro Credential Certification",Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Management and Entrepreneurship in Early Childhood Education Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Assessment and Observation in Early Childhood Education Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Mathematics and Numeracy in Early Childhood Education Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Science and Technology In Early Childhood Education Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Educator in Early Childhood Education Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Introduction To Psychology Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Cross Cultural Management Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
"Leadership, Innovation and Change Micro Credential Certification",Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Pedagogy in Education Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Programme Development in Early Childhood Education Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Approaches in Early Childhood Education Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Growth and Development for Early Childhood Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Arts and Creativity Activities in Early Childhood Education Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Managing Child Behaviour Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Language and Literacy in Early Childhood Education Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Children's Space Design Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
"Health, Safety and Nutrition Management in Early Childhood Education Micro Credential Certification",Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Learning Enviroment for Young Children Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Music for Young Children Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Children's Toy and Play Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Intervention and Empowering Children with Special Needs Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
"Philosophy, History and Policy of Education Micro Credential Certification",Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Research Methodology Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Interpersonal and Communication Skills Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Sociology in Education Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Technology in  Education Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Management and Leadership in Education Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Learner and Learning Micro Credential Certification,Bachelor of Education (Early Childhood Education) (Honours),A10949,Universiti Tun Abdul Razak (UNIRAZAK)
Human Resource Management Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Marketing Management Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Managerial Accounting Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Financial Management Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Business Economics Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Competitive Strategic Management Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Advanced Organisational Behaviour (Advanced) Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Entreprenuership Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
New Business Ventures Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Innovation & Creativity Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Organisational Development and Changes Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Business Negotiation and Conflict Management Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
International Business (Advanced) Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Intergrated Marketing Communication Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Marketing Fundamentals Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Customer Relationship Management Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Corporate Finance Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
International Financial Management Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Investment Management Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Human Capital Management and Talent Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Performance Management Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
International Human Resources Management Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Operational Risk Management Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Financial Risk Management Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Financial Cybercrime Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
International Financial Risk Management Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
Financial Technology - Payment and Transaction Micro Credential Certification,MASTER OF BUSINESS ADMINISTRATION,A11181,Universiti Tun Abdul Razak (UNIRAZAK)
